C.D.S.  -  SIMBAD4 rel 1.8  -  2026.05.10CEST06:15:14

Vmag < 6 & maintypes='*'
------------------------

Number of objects : 5056

 #  ;            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;         pm         ;   plx    ;  radvel   ;  redshift  ;    cz     ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;  Mag G  ;     spec. type      
----;-----------------------------------;---;---------------------------------------;--------------------;----------;-----------;------------;-----------;---------;---------;---------;---------;---------;---------------------
2660;* 20 Crt                           ;PM*;11 34 29.4864443348 -32 49 52.822793411;-670.230 822.399    ;104.6133  ;-22.021    ;-0.000073   ;-22.02     ;     ~   ;6.79     ;5.98     ;7.17     ;5.738324 ;K0V                  
2661;HD 100378                          ;PM*;11 32 48.0822441576 -40 26 10.299662160; -75.771 58.704     ;5.6972    ;4.65       ;0.000016    ;4.65       ;     ~   ;7.193    ;5.639    ;     ~   ;4.875956 ;M1III                
2662;HD 99803                           ;Pu*;11 28 35.0787698304 -42 40 27.140015424;  -38.401 8.832     ;5.8843    ;3.00       ;0.000010    ;3.00       ;     ~   ;5.104    ;5.136    ;     ~   ;5.102821 ;B9V                  
2663;* 61 UMa                           ;PM*;11 41 03.0162706212 +34 12 05.881605449;-12.522 -381.196    ;104.4252  ;-5.18      ;-0.000017   ;-5.18      ;6.31     ;6.08     ;5.34     ;4.73     ;5.110995 ;G8V                  
2664;* 62 UMa                           ;SB*;11 41 34.2564094520 +31 44 45.775062146;-352.105 29.919     ;23.8297   ;31.51      ;0.000105    ;31.51      ;6.08     ;6.16     ;5.75     ;5.37     ;5.592415 ;F5                   
2665;* 92 Leo                           ;PM*;11 40 47.0672470128 +21 21 09.818778240;-60.943 -45.959     ;13.6688   ;9.38       ;0.000031    ;9.38       ;     ~   ;6.235    ;5.255    ;     ~   ;5.002274 ;K1III                
2666;* 93 Leo                           ;RS*;11 47 59.13595 +20 13 08.1500          ;  -145.49 -4.34     ;14.02     ;0.750      ;0.000003    ;0.75       ;     ~   ;5.07     ;4.52     ;     ~   ;4.352421 ;F8III+A6III          
2667;HD 102590A                         ;PM*;11 48 38.709449 +14 17 03.14849        ;     -102.2 3.9     ;      ~   ;~          ;~           ;~          ;     ~   ;6.19     ;5.94     ;     ~   ;     ~   ;A8V                  
2668;* ome Vir                          ;LP*;11 38 27.6074536027 +08 08 03.459408149;   -4.820 5.735     ;5.5646    ;5.29       ;0.000018    ;5.29       ;8.46     ;6.93     ;5.36     ;     ~   ;3.906972 ;M4.5:III             
2669;* ksi Vir                          ;PM*;11 45 17.0398282505 +08 15 29.209697989; 59.008 -24.823     ;27.5153   ;-0.5       ;-0.000002   ;-0.50      ;     ~   ;5.003    ;4.842    ;     ~   ;4.800302 ;A4V                  
2670;* 4 Vir                            ;** ;11 47 54.8953160400 +08 14 45.213677304;  -54.159 8.741     ;16.4396   ;-0.9       ;-0.000003   ;-0.90      ;     ~   ;5.342    ;5.316    ;     ~   ;5.308989 ;A1V                  
2671;* nu. Vir                          ;LP*;11 45 51.5595979999 +06 31 45.748996439;-21.086 -182.903    ;9.8446    ;50.28      ;0.000168    ;50.28      ;7.32     ;5.54     ;4.04     ;2.79     ;3.320959 ;M1III                
2672;* iot Crt                          ;PM*;11 38 40.0180807728 -13 12 06.981257088; 91.849 125.335     ;37.245    ;-22.650    ;-0.000076   ;-22.65     ;     ~   ;5.97     ;5.48     ;     ~   ;5.357287 ;F6.5V                
2673;* zet Crt                          ;** ;11 44 45.7759757256 -18 21 02.434939560; 27.298 -24.644     ;9.5113    ;-3.64      ;-0.000012   ;-3.64      ;     ~   ;5.677    ;4.706    ;     ~   ;4.443709 ;G8.5III              
2674;* 26 Crt                           ;*  ;11 41 43.9473963672 -32 29 57.851230272; -7.150 -32.948     ;7.5905    ;35.25      ;0.000118    ;35.25      ;     ~   ;6.675    ;5.200    ;     ~   ;4.668484 ;K5III                
2675;* omi Hya                          ;*  ;11 40 12.7895139786 -34 44 40.770000758; -43.738 -1.364     ;7.0864    ;5.9        ;0.000020    ;5.90       ;4.41     ;4.63     ;4.70     ;4.69     ;4.667739 ;B9V                  
2676;HD 101883                          ;*  ;11 43 27.1877791848 -37 11 24.578599236;-18.447 -23.538     ;4.8904    ;37.08      ;0.000124    ;37.08      ;     ~   ;7.423    ;5.966    ;     ~   ;5.473645 ;K3III                
2677;HD 102365                          ;PM*;11 46 31.0725331317 -40 30 01.285867174;-1530.971 403.287   ;107.3024  ;16.947     ;0.000057    ;16.95      ;5.65     ;5.55     ;4.88     ;4.35     ;4.701676 ;G2V                  
2678;HD 101615                          ;PM*;11 41 19.7910777168 -43 05 44.397442968;  -81.093 4.537     ;15.6117   ;8.00       ;0.000027    ;8.00       ;     ~   ;5.57     ;5.53     ;     ~   ;5.534650 ;A0V                  
2679;HD 102713                          ;SB*;11 49 41.7149109408 +34 55 54.329011284; -118.057 8.047     ;14.4928   ;-7.3       ;-0.000024   ;-7.30      ;     ~   ;6.188    ;5.723    ;     ~   ;5.610381 ;F7IV                 
2680;HD 104075                          ;*  ;11 59 17.5322058720 +33 10 01.208774856; -1.059 -10.066     ;5.7626    ;1.621540   ;0.000005    ;1.62       ;     ~   ;7.12     ;5.96     ;     ~   ;5.621903 ;K1II-III             
2681;* bet Leo                          ;dS*;11 49 03.57834 +14 34 19.4090          ;-497.68 -114.67     ;90.91     ;-0.20      ;-0.000001   ;-0.20      ;2.30     ;2.22     ;2.13     ;2.08     ;     ~   ;A3Va                 
2682;* o Leo                            ;SB*;11 55 40.5327230688 +15 38 48.549860664;   10.592 1.879     ;7.7561    ;-21.4      ;-0.000071   ;-21.40     ;     ~   ;5.632    ;5.522    ;     ~   ;5.500482 ;A3V                  
2683;* 6 Vir                            ;*  ;11 55 03.1324561224 +08 26 38.191626816; -32.519 15.424     ;19.2949   ;-8.72      ;-0.000029   ;-8.72      ;     ~   ;6.511    ;5.569    ;     ~   ;5.320617 ;K0III:               
2684;* b Vir                            ;*  ;11 59 56.9134992240 +03 39 18.736620984; -18.883 -6.935     ;10.8636   ;-2.5       ;-0.000008   ;-2.50      ;     ~   ;5.346    ;5.345    ;     ~   ;5.350719 ;A0V                  
2685;* bet Vir                          ;PM*;11 50 41.7185158616 +01 45 53.001539131;740.746 -270.927    ;90.8945   ;4.455      ;0.000015    ;4.46       ;4.26     ;4.15     ;3.60     ;3.13     ;3.468565 ;F9V                  
2686;HD 102928                          ;SB*;11 51 02.2295090976 -05 19 59.993484060;   2.129 -1.840     ;14.8582   ;14.12      ;0.000047    ;14.12      ;     ~   ;6.676    ;5.622    ;     ~   ;5.341698 ;K0+IIIb:             
2687;* eta Crt                          ;PM*;11 56 00.9541135272 -17 09 02.968088832; -49.952 -8.271     ;13.0075   ;18.93      ;0.000063    ;18.93      ;     ~   ;5.138    ;5.160    ;     ~   ;5.163772 ;A0V                  
2688;V* II Hya                          ;LP*;11 48 45.0827283219 -26 44 59.200109138;-34.963 -10.680     ;6.9769    ;6.8        ;0.000023    ;6.80       ;8.38     ;6.71     ;5.11     ;     ~   ;3.745264 ;M4+III               
2689;HD 103462                          ;PM*;11 54 42.5383890201 -25 42 49.983924287;  47.373 75.094     ;11.4194   ;-9.58      ;-0.000032   ;-9.58      ;     ~   ;6.151    ;5.272    ;     ~   ;5.033878 ;G8III                
2690;* 29 Crt                           ;*  ;11 55 40.1308626336 -28 28 37.574067252;  2.509 -27.315     ;5.9519    ;11.3       ;0.000038    ;11.30      ;     ~   ;7.395    ;5.893    ;     ~   ;5.361748 ;K4III                
2691;HD 103026                          ;PM*;11 51 41.6088612912 -30 50 05.306742168;-11.827 -292.825    ;31.6154   ;33.09      ;0.000110    ;33.09      ;     ~   ;6.41     ;5.85     ;     ~   ;5.728032 ;F9V                  
2692;* bet Hya                          ;a2*;11 52 54.52149 -33 54 29.2672          ;    -56.56 0.19     ;10.53     ;-1.00      ;-0.000003   ;-1.00      ;3.85     ;4.18     ;4.28     ;4.27     ;     ~   ;kB8hB8HeA0VSi        
2693;HD 104438                          ;SB*;12 01 39.4620401544 +36 02 31.477840080;-92.044 -79.201     ;10.4502   ;21.423300  ;0.000071    ;21.42      ;     ~   ;6.59     ;5.57     ;     ~   ;5.292559 ;K0III                
2694;RX J1201.6+3602                    ;*  ;12 01 38.0 +36 02 38                   ;            ~ ~     ;      ~   ;~          ;~           ;~          ;     ~   ;     ~   ;5.59     ;     ~   ;     ~   ;K1III                
2695;HD 105805                          ;Em*;12 10 46.0951571112 +27 16 53.421950208; -11.762 -9.291     ;11.5847   ;-20.51     ;-0.000068   ;-20.51     ;     ~   ;6.110    ;5.987    ;     ~   ;5.977178 ;A5V                  
2696;* omi Vir                          ;SB*;12 05 12.5318326945 +08 43 58.866875781;-225.029 33.282     ;19.4936   ;-29.578    ;-0.000099   ;-29.58     ;5.75     ;5.11     ;4.12     ;3.38     ;3.857797 ;G8IIICN0.5CH1Ba1     
2697;* pi. Vir                          ;SB*;12 00 52.3918266321 +06 36 51.546792184; -0.484 -27.475     ;9.9130    ;-21.421301 ;-0.000071   ;-21.42     ;     ~   ;4.755    ;4.642    ;     ~   ;4.607758 ;A5V                  
2698;HD 104304                          ;SB*;12 00 44.4601479291 -10 26 46.067117528;83.793 -482.006     ;78.3359   ;0.28       ;0.000001    ;0.28       ;6.76     ;6.32     ;5.55     ;     ~   ;5.355077 ;G8IV                 
2699;* 31 Crt                           ;SB*;12 00 51.1591616208 -19 39 32.332235148;  -17.071 6.830     ;1.6891    ;1.7        ;0.000006    ;1.70       ;     ~   ;5.080    ;5.264    ;     ~   ;5.235829 ;B2IV                 
2700;* eps Crv                          ;PM*;12 10 07.4805825 -22 37 11.161983      ; -72.019 10.637     ;10.5984   ;5.00       ;0.000017    ;5.00       ;5.79     ;4.32     ;2.98     ;2.05     ;2.629701 ;K2+IIIa              
2701;* 3 Crv                            ;PM*;12 11 03.8390016096 -23 36 08.715836340;-66.124 -20.205     ;16.3368   ;14.41      ;0.000048    ;14.41      ;     ~   ;5.52     ;5.47     ;     ~   ;5.439326 ;A1V                  
2702;* alf Crv                          ;PM*;12 08 24.8172764085 -24 43 43.952148016; 96.976 -40.023     ;66.7696   ;2.80       ;0.000009    ;2.80       ;     ~   ;4.33     ;4.01     ;     ~   ;3.946629 ;F1V                  
2703;HD 105521                          ;Be*;12 08 54.5892904200 -41 13 53.771811240; -11.313 -7.725     ;1.7927    ;0.00       ;0.000000    ;0.00       ;4.87     ;5.402    ;5.498    ;     ~   ;5.494919 ;B3IVe                
2704;HD 104731                          ;PM*;12 03 39.5724147833 -42 26 02.610414638;318.554 -111.120    ;40.4345   ;39.367     ;0.000131    ;39.37      ;5.53     ;5.56     ;5.15     ;     ~   ;5.032893 ;F5V                  
2705;V* V788 Cen                        ;SB*;12 08 53.8008318648 -44 19 33.563648280;-46.205 -42.690     ;10.908    ;-11.00     ;-0.000037   ;-11.00     ;     ~   ;5.991    ;5.746    ;     ~   ;5.703322 ;A2mA5-F2             
2706;* 2 CVn                            ;*  ;12 16 07.5490623312 +40 39 36.643119192; 17.017 -32.279     ;4.5205    ;-14.79     ;-0.000049   ;-14.79     ;9.17     ;7.21     ;5.66     ;     ~   ;4.934459 ;M0.5III              
2707;HD 106760                          ;SB*;12 16 30.1337441112 +33 03 41.428822680;-50.589 -105.739    ;9.3913    ;-40.4      ;-0.000135   ;-40.40     ;     ~   ;6.08     ;4.94     ;     ~   ;4.655225 ;K0.5III-IIIb         
2708;HD 106887                          ;PM*;12 17 30.5738663350 +28 56 13.890845846; -34.717 36.068     ;18.9966   ;-7.17      ;-0.000024   ;-7.17      ;     ~   ;5.87     ;5.70     ;7.06     ;5.708875 ;kA3hA6mF1            
2709;* 4 Com                            ;SB*;12 11 51.1766910240 +25 52 13.007488332;-39.545 -30.678     ;6.5699    ;21.30      ;0.000071    ;21.30      ;     ~   ;7.05     ;5.62     ;     ~   ;5.144146 ;K5III                
2710;HD 107325                          ;SB*;12 20 19.6769814840 +26 37 10.125858252;-70.485 -109.000    ;20.8032   ;-13.7      ;-0.000046   ;-13.70     ;     ~   ;6.60     ;5.51     ;     ~   ;5.218883 ;K2.5III-IV           
2711;* 7 Com                            ;*  ;12 16 20.5383338546 +23 56 43.466192439; -26.646 -6.367     ;13.0861   ;-27.89     ;-0.000093   ;-27.89     ;     ~   ;5.81     ;4.86     ;     ~   ;4.678099 ;G8III-IIIb           
2712;* 5 Com                            ;*  ;12 12 09.2896038720 +20 32 31.423152156;-15.179 -17.978     ;9.0098    ;-25.160299 ;-0.000084   ;-25.16     ;     ~   ;6.50     ;5.55     ;     ~   ;5.343738 ;G8+IIICH0.5          
2713;* 11 Com                           ;PM*;12 20 43.0257695904 +17 47 34.327512348;-109.426 88.930     ;10.1677   ;43.25      ;0.000144    ;43.25      ;     ~   ;5.74     ;4.74     ;     ~   ;4.437253 ;G8+IIIFe-1           
2714;* 6 Com                            ;PM*;12 16 00.1865675640 +14 53 56.644424376;-80.593 -31.055     ;15.3309   ;6.76       ;0.000023    ;6.76       ;5.230    ;5.150    ;5.090    ;     ~   ;5.073341 ;A3V                  
2715;FAUST 3058                         ;*  ;12 16 23.0 +14 50 36                   ;            ~ ~     ;      ~   ;~          ;~           ;~          ;     ~   ;5.16     ;5.10     ;     ~   ;     ~   ;A3                   
2716;* 12 Vir                           ;PM*;12 13 25.9392594264 +10 15 44.422934616; -93.221 -8.348     ;19.4898   ;2.3        ;0.000008    ;2.30       ;     ~   ;6.095    ;5.829    ;     ~   ;5.803671 ;kA3hF2mF2            
2717;* c Vir                            ;RG*;12 20 20.9813922197 +03 18 45.255217001;-293.281 -63.568    ;9.6700    ;36.775200  ;0.000123    ;36.78      ;7.27     ;6.12     ;4.96     ;4.07     ;4.599770 ;K0.5IIIbFe-0.5       
2718;* 13 Vir                           ;*  ;12 18 40.3174863528 -00 47 13.863547104; 33.554 -16.527     ;8.6971    ;-8.81      ;-0.000029   ;-8.81      ;     ~   ;6.049    ;5.897    ;     ~   ;5.868285 ;A5IV/V               
2719;* eta Vir                          ;SB*;12 19 54.3423981960 -00 40 00.466313196;-54.665 -17.642     ;13.1692   ;5.24       ;0.000017    ;5.24       ;3.99     ;3.92     ;3.90     ;3.82     ;3.815949 ;A2IV                 
2720;HD 106976                          ;*  ;12 18 09.5724683616 -03 56 55.610599452; -11.234 21.268     ;17.4856   ;-1.11      ;-0.000004   ;-1.11      ;6.37     ;6.34     ;5.99     ;     ~   ;6.492571 ;F1VkF2mF3            
2721;HD 107418                          ;RG*;12 20 55.7123901595 -13 33 56.616589270;   -5.638 9.637     ;15.5178   ;14.60      ;0.000049    ;14.60      ;     ~   ;6.189    ;5.139    ;     ~   ;4.849777 ;K0III                
2722;* gam Crv                          ;PM*;12 15 48.37081 -17 32 30.9496          ;  -158.61 21.86     ;21.23     ;-4.2       ;-0.000014   ;-4.20      ;2.12     ;2.47     ;2.58     ;2.62     ;     ~   ;B8III                
2723;HD 106485                          ;*  ;12 14 59.5763465352 -20 50 39.247679976;    6.214 5.129     ;11.062    ;17.45      ;0.000058    ;17.45      ;     ~   ;6.863    ;5.807    ;     ~   ;5.560160 ;K0IIICNII            
2724;HD 107295                          ;** ;12 20 10.7704773498 -22 10 32.584907891;-107.139 -28.623    ;8.9586    ;-1.56      ;-0.000005   ;-1.56      ;     ~   ;6.79     ;5.97     ;     ~   ;5.838094 ;K0III+F/G            
2725;* zet Crv                          ;Be*;12 20 33.6419830656 -22 12 57.241705320;-108.879 -27.661    ;8.4789    ;-6.40      ;-0.000021   ;-6.40      ;4.73     ;5.11     ;5.21     ;     ~   ;5.159155 ;B8V                  
2726;HD 106231                          ;*  ;12 13 25.0368397800 -38 55 45.068771388;-28.762 -10.805     ;2.1566    ;-37.97     ;-0.000127   ;-37.97     ;     ~   ;5.610    ;5.750    ;     ~   ;5.731832 ;B4III                
2727;* bet CVn                          ;** ;12 33 44.5442516547 +41 21 26.921352859;-704.702 292.155    ;118.0266  ;6.268      ;0.000021    ;6.27       ;4.91     ;4.86     ;4.25     ;3.73     ;4.094672 ;G0V                  
2728;* 6 CVn                            ;PM*;12 25 50.9385584448 +39 01 07.016331180;-77.864 -33.599     ;13.2662   ;-4.51      ;-0.000015   ;-4.51      ;     ~   ;5.95     ;5.01     ;     ~   ;4.769109 ;G9III                
2729;HD 109317                          ;*  ;12 33 38.9194903488 +33 14 51.294567840; 21.285 -31.767     ;11.0859   ;-21.43     ;-0.000071   ;-21.43     ;     ~   ;6.39     ;5.38     ;     ~   ;5.145117 ;K0III                
2730;* gam Com                          ;PM*;12 26 56.2725043899 +28 16 06.318485124;-83.006 -80.917     ;19.8641   ;3.38       ;0.000011    ;3.38       ;6.64     ;5.47     ;4.34     ;3.53     ;4.039674 ;K1IIIFe0.5           
2731;* 13 Com                           ;a2*;12 24 18.5489029728 +26 05 54.921403788; -26.158 -9.385     ;11.1318   ;-0.18      ;-0.000001   ;-0.18      ;     ~   ;5.26     ;5.18     ;     ~   ;5.119886 ;A3V                  
2732;* 14 Com                           ;*  ;12 26 24.0644226936 +27 16 05.659806648;-15.874 -11.784     ;11.2826   ;2.58       ;0.000009    ;2.58       ;5.40     ;5.22     ;4.95     ;4.70     ;4.841730 ;F1IV:npS_sh          
2733;* 16 Com                           ;*  ;12 26 59.2962947904 +26 49 32.526134544; -11.589 -9.138     ;11.9394   ;0.40       ;0.000001    ;0.40       ;     ~   ;5.045    ;4.959    ;     ~   ;4.931158 ;A4V                  
2734;* 17 Com                           ;a2*;12 28 54.7022406648 +25 54 46.265813136;-23.071 -15.110     ;12.9991   ;0.55       ;0.000002    ;0.55       ;     ~   ;5.208    ;5.236    ;     ~   ;5.241875 ;B9VCrEu              
2735;* 12 Com                           ;SB*;12 22 30.3113907816 +25 50 46.167660348; -11.426 -8.112     ;11.4903   ;0.5        ;0.000002    ;0.50       ;5.56     ;5.30     ;4.81     ;4.34     ;4.624533 ;F6III+A3V            
2736;* 18 Com                           ;*  ;12 29 27.0424033224 +24 06 32.122207044;  -18.180 1.106     ;16.5304   ;25.1       ;0.000084    ;25.10      ;     ~   ;5.898    ;5.468    ;     ~   ;5.356692 ;F5IV                 
2737;* 21 Com                           ;a2*;12 31 00.5605002264 +24 34 01.797245328; -12.474 -9.085     ;12.0785   ;0.1        ;0.000000    ;0.10       ;     ~   ;5.496    ;5.436    ;     ~   ;5.430502 ;A2pv                 
2738;* 20 Com                           ;*  ;12 29 43.2400536144 +20 53 45.989241288; 26.280 -31.746     ;12.0613   ;-5.1       ;-0.000017   ;-5.10      ;     ~   ;5.751    ;5.679    ;     ~   ;5.668382 ;A3V                  
2739;HD 108107                          ;PM*;12 25 11.7645188832 -11 36 38.118607308;-60.599 -31.376     ;14.1525   ;-1.08      ;-0.000004   ;-1.08      ;     ~   ;5.971    ;5.926    ;     ~   ;5.950322 ;A1V                  
2740;HD 109272                          ;SB*;12 33 34.2587678832 -12 49 48.735952248; -16.866 51.334     ;20.3984   ;-13.72     ;-0.000046   ;-13.72     ;     ~   ;6.437    ;5.582    ;     ~   ;5.351292 ;G8III/IV             
2741;HD 109141                          ;PM*;12 32 35.9987021376 -13 51 32.784179616;-146.127 -54.188    ;26.248    ;-0.9       ;-0.000003   ;-0.90      ;     ~   ;6.094    ;5.726    ;     ~   ;5.652960 ;F2V(n)               
